min_tf,max_tf,min_df,max_df,multi_category_words,adjusted Rand Index
604,20,100,10,0.7,False,0.13131409142175574
605,30,100,10,0.7,False,0.09836509884369081
606,40,100,10,0.7,False,0.12062902507187474
607,50,100,10,0.7,False,0.07040107307447639
608,1,100,20,0.7,False,0.12554047593907422
609,5,100,20,0.7,False,0.11173446500842228
610,10,100,20,0.7,False,0.10667241023513499
611,15,100,20,0.7,False,0.0968862685515581
612,20,100,20,0.7,False,0.07998145553830939
613,30,100,20,0.7,False,0.08049213373455726
614,40,100,20,0.7,False,0.09352486960901647
615,50,100,20,0.7,False,0.07810968664681574
616,1,100,50,0.7,False,0.0337230888834217
617,5,100,50,0.7,False,0.024786887848142102
618,10,100,50,0.7,False,0.03460093591698667
619,15,100,50,0.7,False,0.03461894561329115
620,20,100,50,0.7,False,0.030218319543573895
621,30,100,50,0.7,False,0.037112731817054045
622,40,100,50,0.7,False,0.0321610612067132
623,50,100,50,0.7,False,0.034615091316512824
624,1,100,1,0.7,True,0.052258712753745
625,5,100,1,0.7,True,0.1073919880608482
626,10,100,1,0.7,True,0.11636529908140505
627,15,100,1,0.7,True,0.137513942946041
628,20,100,1,0.7,True,0.14652534297899694
629,30,100,1,0.7,True,0.06651922035879024
630,40,100,1,0.7,True,0.1181835390520574
631,50,100,1,0.7,True,0.10959345909048693
632,1,100,2,0.7,True,0.08288234188213095
633,5,100,2,0.7,True,0.10592078204016087
634,10,100,2,0.7,True,0.18629735477489853
635,15,100,2,0.7,True,0.11025645244561745
636,20,100,2,0.7,True,0.15678806465248527
637,30,100,2,0.7,True,0.13970523908139007
638,40,100,2,0.7,True,0.12825379587752017
639,50,100,2,0.7,True,0.15269906106465822
640,1,100,5,0.7,True,0.05252625391872211
641,5,100,5,0.7,True,0.14893943415221875
642,10,100,5,0.7,True,0.10374676322887048
643,15,100,5,0.7,True,0.0901829638489575
644,20,100,5,0.7,True,0.19767941142712797
645,30,100,5,0.7,True,0.15480321665251787
646,40,100,5,0.7,True,0.10202936514898506
647,50,100,5,0.7,True,0.12379676740560087
648,1,100,10,0.7,True,0.0954549861343937
649,5,100,10,0.7,True,0.09537284953363917
650,10,100,10,0.7,True,0.12455475048363174
651,15,100,10,0.7,True,0.1410690074057458
652,20,100,10,0.7,True,0.1488747575273904
653,30,100,10,0.7,True,0.10625362616053918
654,40,100,10,0.7,True,0.12628000694233577
655,50,100,10,0.7,True,0.1386781693376392
656,1,100,20,0.7,True,0.15711420688786756
657,5,100,20,0.7,True,0.12125321102704588
658,10,100,20,0.7,True,0.11118968173665864
659,15,100,20,0.7,True,0.14554391949397302
660,20,100,20,0.7,True,0.1462937948557857
661,30,100,20,0.7,True,0.12378652714955928
662,40,100,20,0.7,True,0.1234508825875922
663,50,100,20,0.7,True,0.12337947190966633
664,1,100,50,0.7,True,0.028970964280831804
665,5,100,50,0.7,True,0.03521719585951753
666,10,100,50,0.7,True,0.03787378684616339
667,15,100,50,0.7,True,0.02262962719584371
668,20,100,50,0.7,True,0.03578492121340465
669,30,100,50,0.7,True,0.03751646333850683
670,40,100,50,0.7,True,0.030226497379226676
671,50,100,50,0.7,True,0.0377364801197096
672,1,200,1,0.7,False,0.15059641230019014
673,5,200,1,0.7,False,0.25095279837051093
674,10,200,1,0.7,False,0.2304678220633777
675,15,200,1,0.7,False,0.2332110102184785
676,20,200,1,0.7,False,0.26712283158589706
677,30,200,1,0.7,False,0.23477283899212073
678,40,200,1,0.7,False,0.2743524855305451
679,50,200,1,0.7,False,0.21204812942009404
680,1,200,2,0.7,False,0.1696594493756982
681,5,200,2,0.7,False,0.20992416788351909
682,10,200,2,0.7,False,0.1944867762344172
683,15,200,2,0.7,False,0.2250352148355956
684,20,200,2,0.7,False,0.2500574062753176
685,30,200,2,0.7,False,0.33707697060062985
686,40,200,2,0.7,False,0.29913022898554675
687,50,200,2,0.7,False,0.3294432211964655
688,1,200,5,0.7,False,0.20488014049759382
689,5,200,5,0.7,False,0.22719177176579053
690,10,200,5,0.7,False,0.26134783739597317
691,15,200,5,0.7,False,0.2637809768831488
692,20,200,5,0.7,False,0.31235025394621774
693,30,200,5,0.7,False,0.2397611428332136
694,40,200,5,0.7,False,0.3159266868533693
695,50,200,5,0.7,False,0.22552976588059287
696,1,200,10,0.7,False,0.24653202147340636
697,5,200,10,0.7,False,0.20722435691519742
698,10,200,10,0.7,False,0.26973747964382794
699,15,200,10,0.7,False,0.2539986089705293
700,20,200,10,0.7,False,0.18797599953619962
701,30,200,10,0.7,False,0.28736686981018955
702,40,200,10,0.7,False,0.2683464831288315
703,50,200,10,0.7,False,0.23172002718817372
704,1,200,20,0.7,False,0.24795418053283239
705,5,200,20,0.7,False,0.2791690081315609
706,10,200,20,0.7,False,0.22212756345356297
707,15,200,20,0.7,False,0.29950528369852714
708,20,200,20,0.7,False,0.2563715854743289
709,30,200,20,0.7,False,0.2952189622374125
710,40,200,20,0.7,False,0.24199994305155076
711,50,200,20,0.7,False,0.1989092545620939
712,1,200,50,0.7,False,0.14198503353571967
713,5,200,50,0.7,False,0.21831261982908437
714,10,200,50,0.7,False,0.10776820143045178
715,15,200,50,0.7,False,0.2306595653700736
716,20,200,50,0.7,False,0.2160619785951701
717,30,200,50,0.7,False,0.20707641084284917
718,40,200,50,0.7,False,0.1950952907414564
719,50,200,50,0.7,False,0.16171559710273575
720,1,200,1,0.7,True,0.14513238621057992
721,5,200,1,0.7,True,0.1656031716050611
722,10,200,1,0.7,True,0.31228804290487294
723,15,200,1,0.7,True,0.18392520179311247
724,20,200,1,0.7,True,0.2989197330438385
725,30,200,1,0.7,True,0.2697205272980614
726,40,200,1,0.7,True,0.19599887537268953
727,50,200,1,0.7,True,0.26667816156080376
728,1,200,2,0.7,True,0.14330742571416785
729,5,200,2,0.7,True,0.1943834069501456
730,10,200,2,0.7,True,0.2370507110490335
731,15,200,2,0.7,True,0.21385627873661245
732,20,200,2,0.7,True,0.28165639354224975
733,30,200,2,0.7,True,0.28382352669238065
734,40,200,2,0.7,True,0.275590719171045
735,50,200,2,0.7,True,0.1505732702521318
736,1,200,5,0.7,True,0.2668237889261869
737,5,200,5,0.7,True,0.17469625187581755
738,10,200,5,0.7,True,0.28146592765263767
739,15,200,5,0.7,True,0.19809695972857735
740,20,200,5,0.7,True,0.25478132832092254
741,30,200,5,0.7,True,0.22101292913811424
742,40,200,5,0.7,True,0.16414944494105915
743,50,200,5,0.7,True,0.3231361000879111
744,1,200,10,0.7,True,0.3112941332343305
745,5,200,10,0.7,True,0.272733812844156
746,10,200,10,0.7,True,0.2787493572044542
747,15,200,10,0.7,True,0.2892671994741887
748,20,200,10,0.7,True,0.23126227151124779
749,30,200,10,0.7,True,0.20647102632480577
750,40,200,10,0.7,True,0.20158622401209353
751,50,200,10,0.7,True,0.23328484836940933
752,1,200,20,0.7,True,0.26521677435280727
753,5,200,20,0.7,True,0.2275498963331829
754,10,200,20,0.7,True,0.21751891688384017
755,15,200,20,0.7,True,0.22367369667491438
756,20,200,20,0.7,True,0.1868694362612336
757,30,200,20,0.7,True,0.2538340903506894
758,40,200,20,0.7,True,0.24964894478463132
759,50,200,20,0.7,True,0.291986440364473
760,1,200,50,0.7,True,0.22384357610459613
761,5,200,50,0.7,True,0.14457306142217036
762,10,200,50,0.7,True,0.1461138402936727
763,15,200,50,0.7,True,0.10881715053660572
764,20,200,50,0.7,True,0.16746553202304676
765,30,200,50,0.7,True,0.10545736372987316
766,40,200,50,0.7,True,0.21260611624761222
767,50,200,50,0.7,True,0.16909854502709915
768,1,400,1,0.7,False,0.23211399957177564
769,5,400,1,0.7,False,0.22498947062531907
770,10,400,1,0.7,False,0.35690349012762745
771,15,400,1,0.7,False,0.274738035224001
772,20,400,1,0.7,False,0.29360508676911334
773,30,400,1,0.7,False,0.30273842905358433
774,40,400,1,0.7,False,0.2984745074806024
775,50,400,1,0.7,False,0.2963020721778478
776,1,400,2,0.7,False,0.2614234156014431
777,5,400,2,0.7,False,0.33511356283554483
778,10,400,2,0.7,False,0.33699650139105075
779,15,400,2,0.7,False,0.3023430947261006
780,20,400,2,0.7,False,0.34907714740568613
781,30,400,2,0.7,False,0.2631608081165667
782,40,400,2,0.7,False,0.3139296335582894
783,50,400,2,0.7,False,0.29491003290021706
784,1,400,5,0.7,False,0.27577416067269306
785,5,400,5,0.7,False,0.29723055142581767
786,10,400,5,0.7,False,0.2923582574548556
787,15,400,5,0.7,False,0.2107479276220998
788,20,400,5,0.7,False,0.2690460408454233
789,30,400,5,0.7,False,0.28868163715505896
790,40,400,5,0.7,False,0.2861726678324146
791,50,400,5,0.7,False,0.3135967020331885
792,1,400,10,0.7,False,0.2827051478545969
793,5,400,10,0.7,False,0.2657972679586585
794,10,400,10,0.7,False,0.28420959135943963
795,15,400,10,0.7,False,0.3457707376707323
796,20,400,10,0.7,False,0.2682337763268261
797,30,400,10,0.7,False,0.3054657149256378
798,40,400,10,0.7,False,0.28332924632763734
799,50,400,10,0.7,False,0.2850006425888832
800,1,400,20,0.7,False,0.2828565235407847
801,5,400,20,0.7,False,0.34575710357811695
802,10,400,20,0.7,False,0.24670603099000235
803,15,400,20,0.7,False,0.2654480744111825
804,20,400,20,0.7,False,0.21300816128507696
805,30,400,20,0.7,False,0.31808142563130953
806,40,400,20,0.7,False,0.26181498334495984
807,50,400,20,0.7,False,0.31482376832991116
808,1,400,50,0.7,False,0.3059275989117333
809,5,400,50,0.7,False,0.2883531115708262
810,10,400,50,0.7,False,0.31391481182553405
811,15,400,50,0.7,False,0.2386698986706859
812,20,400,50,0.7,False,0.21222012529285095
813,30,400,50,0.7,False,0.2831685139981665
814,40,400,50,0.7,False,0.27545481438757485
815,50,400,50,0.7,False,0.2667483571023525
816,1,400,1,0.7,True,0.13900094142936192
817,5,400,1,0.7,True,0.26399345565806276
818,10,400,1,0.7,True,0.30513902196143994
819,15,400,1,0.7,True,0.3397364294777586
820,20,400,1,0.7,True,0.3361580471496776
821,30,400,1,0.7,True,0.25180349412573433
822,40,400,1,0.7,True,0.3345757366456113
823,50,400,1,0.7,True,0.2849107167285689
824,1,400,2,0.7,True,0.15426244483090618
825,5,400,2,0.7,True,0.25373371711100956
826,10,400,2,0.7,True,0.2659336674953347
827,15,400,2,0.7,True,0.2809027594156536
828,20,400,2,0.7,True,0.3005219107337865
829,30,400,2,0.7,True,0.2770408812735831
830,40,400,2,0.7,True,0.24899511455694692
831,50,400,2,0.7,True,0.2930040668550225
832,1,400,5,0.7,True,0.31687127465935544
833,5,400,5,0.7,True,0.27936486934107607
834,10,400,5,0.7,True,0.37979676048715794
835,15,400,5,0.7,True,0.301235747686564
836,20,400,5,0.7,True,0.3022309372459391
837,30,400,5,0.7,True,0.26213672640200986
838,40,400,5,0.7,True,0.24847373608636894
839,50,400,5,0.7,True,0.32013514518035613
840,1,400,10,0.7,True,0.3684166803044998
841,5,400,10,0.7,True,0.3100795615760809
842,10,400,10,0.7,True,0.35545903074165214
843,15,400,10,0.7,True,0.3628592296146861
844,20,400,10,0.7,True,0.27568361319673135
845,30,400,10,0.7,True,0.2967961024136471
846,40,400,10,0.7,True,0.31414299540862906
847,50,400,10,0.7,True,0.2864664666857771
848,1,400,20,0.7,True,0.3293557422548749
849,5,400,20,0.7,True,0.27412589411449595
850,10,400,20,0.7,True,0.3189471835595653
851,15,400,20,0.7,True,0.299904440945955
852,20,400,20,0.7,True,0.35164785096809614
853,30,400,20,0.7,True,0.3558815658688228
854,40,400,20,0.7,True,0.3422896561038024
855,50,400,20,0.7,True,0.308240938451542
856,1,400,50,0.7,True,0.2784054034268084
857,5,400,50,0.7,True,0.38419282520374254
858,10,400,50,0.7,True,0.21811590026552174
859,15,400,50,0.7,True,0.306048282215867
860,20,400,50,0.7,True,0.2616593045770003
861,30,400,50,0.7,True,0.28478042775967755
862,40,400,50,0.7,True,0.2690301604494381
863,50,400,50,0.7,True,0.3206698592362257
864,1,100,1,0.8,False,0.07080526413163568
865,5,100,1,0.8,False,0.08763081412849992
866,10,100,1,0.8,False,0.10908046908065483
867,15,100,1,0.8,False,0.10109276479612404
868,20,100,1,0.8,False,0.14255756136203757
869,30,100,1,0.8,False,0.12483383259556066
870,40,100,1,0.8,False,0.1338901908929038
871,50,100,1,0.8,False,0.08611193179731948
872,1,100,2,0.8,False,0.11022331398327057
873,5,100,2,0.8,False,0.10953545028385075
874,10,100,2,0.8,False,0.12708354111550926
875,15,100,2,0.8,False,0.12637127892161543
876,20,100,2,0.8,False,0.11187984986466064
877,30,100,2,0.8,False,0.07837371924983812
878,40,100,2,0.8,False,0.11197572119862104
879,50,100,2,0.8,False,0.13541566071891073
880,1,100,5,0.8,False,0.11292148436486268
881,5,100,5,0.8,False,0.10429561191774485
882,10,100,5,0.8,False,0.14158991818671235
883,15,100,5,0.8,False,0.11914846347551596
884,20,100,5,0.8,False,0.15577707048863873
885,30,100,5,0.8,False,0.13152815626908018
886,40,100,5,0.8,False,0.1162758896534434
887,50,100,5,0.8,False,0.08467549533157549
888,1,100,10,0.8,False,0.1290654923106672
889,5,100,10,0.8,False,0.12867897191592625
890,10,100,10,0.8,False,0.11393993298710611
891,15,100,10,0.8,False,0.1202697889551625
892,20,100,10,0.8,False,0.14733907637751
893,30,100,10,0.8,False,0.13028089663084175
894,40,100,10,0.8,False,0.12985926364267888
895,50,100,10,0.8,False,0.13468138821114448
896,1,100,20,0.8,False,0.1018955590557301
897,5,100,20,0.8,False,0.1630628746622577
898,10,100,20,0.8,False,0.12504370572933454
899,15,100,20,0.8,False,0.11113685881331581
900,20,100,20,0.8,False,0.14451898056501541
901,30,100,20,0.8,False,0.09368393512598391
902,40,100,20,0.8,False,0.10584521977745849
903,50,100,20,0.8,False,0.10564389643316384
904,1,100,50,0.8,False,0.026940213797076475
905,5,100,50,0.8,False,0.037071280863207295
906,10,100,50,0.8,False,0.024495431007527595
907,15,100,50,0.8,False,0.041652453466263735
908,20,100,50,0.8,False,0.03200844092894989
909,30,100,50,0.8,False,0.0251096608454376
910,40,100,50,0.8,False,0.02617228966843997
911,50,100,50,0.8,False,0.02719694751737543
912,1,100,1,0.8,True,0.06046322872318945
913,5,100,1,0.8,True,0.09405012286234149
914,10,100,1,0.8,True,0.08797524665552399
915,15,100,1,0.8,True,0.12991544415357467
916,20,100,1,0.8,True,0.11381711342439563
917,30,100,1,0.8,True,0.109503692043846
918,40,100,1,0.8,True,0.1510344032251431
919,50,100,1,0.8,True,0.15708159140029662
920,1,100,2,0.8,True,0.08888406204710422
921,5,100,2,0.8,True,0.11004580207666693
922,10,100,2,0.8,True,0.13315861310225824
923,15,100,2,0.8,True,0.09170679980536885
924,20,100,2,0.8,True,0.12178669359816616
925,30,100,2,0.8,True,0.11245184762033868
926,40,100,2,0.8,True,0.10194781516411906
927,50,100,2,0.8,True,0.10431991943185309
928,1,100,5,0.8,True,0.1363532734172849
929,5,100,5,0.8,True,0.11356684269562368
930,10,100,5,0.8,True,0.10008942940158157
931,15,100,5,0.8,True,0.13248306343275582
932,20,100,5,0.8,True,0.14464269953000738
933,30,100,5,0.8,True,0.11174002401444548
934,40,100,5,0.8,True,0.0729493407238515
935,50,100,5,0.8,True,0.11045928353454867
936,1,100,10,0.8,True,0.11779308791638415
937,5,100,10,0.8,True,0.1256633170765067
938,10,100,10,0.8,True,0.10145079448071424
939,15,100,10,0.8,True,0.1342441685813532
940,20,100,10,0.8,True,0.1059583021514316
941,30,100,10,0.8,True,0.11746988246479821
942,40,100,10,0.8,True,0.12998708435249273
943,50,100,10,0.8,True,0.10380231572330317
944,1,100,20,0.8,True,0.10559357762221176
945,5,100,20,0.8,True,0.1686281622328961
946,10,100,20,0.8,True,0.13541305109288992
947,15,100,20,0.8,True,0.14487587557658865
948,20,100,20,0.8,True,0.17252346803398863
949,30,100,20,0.8,True,0.09272638716971547
950,40,100,20,0.8,True,0.10700782453452237
951,50,100,20,0.8,True,0.14374960993597455
952,1,100,50,0.8,True,0.031128859448756905
953,5,100,50,0.8,True,0.039703471316428166
954,10,100,50,0.8,True,0.04131290871165318
955,15,100,50,0.8,True,0.0324328486607819
956,20,100,50,0.8,True,0.03940748106964457
957,30,100,50,0.8,True,0.03259134017595163
958,40,100,50,0.8,True,0.040691902141891674
959,50,100,50,0.8,True,0.026227878645289707
960,1,200,1,0.8,False,0.13101768258725507
961,5,200,1,0.8,False,0.17390166490549128
962,10,200,1,0.8,False,0.2167392703156008
963,15,200,1,0.8,False,0.23272464419752878
964,20,200,1,0.8,False,0.20722289667411306
965,30,200,1,0.8,False,0.306171936766101
966,40,200,1,0.8,False,0.32008643663673464
967,50,200,1,0.8,False,0.23107381854372142
968,1,200,2,0.8,False,0.2538642601799794
969,5,200,2,0.8,False,0.301274293426846
970,10,200,2,0.8,False,0.27541280900132514
971,15,200,2,0.8,False,0.25839073979529914
972,20,200,2,0.8,False,0.23348412044786562
973,30,200,2,0.8,False,0.232522175512485
974,40,200,2,0.8,False,0.31611156803771057
975,50,200,2,0.8,False,0.2209546674506263
976,1,200,5,0.8,False,0.24810550684740065
977,5,200,5,0.8,False,0.2941879088109644
978,10,200,5,0.8,False,0.19636289715808875
979,15,200,5,0.8,False,0.17741378781683953
980,20,200,5,0.8,False,0.27107114256520104
981,30,200,5,0.8,False,0.23970676471812136
982,40,200,5,0.8,False,0.2458381228562763
983,50,200,5,0.8,False,0.2583621644245442
984,1,200,10,0.8,False,0.2987192031600072
985,5,200,10,0.8,False,0.2773541678949628
986,10,200,10,0.8,False,0.23868016887131732
987,15,200,10,0.8,False,0.2818989870608715
988,20,200,10,0.8,False,0.26367666079615154
989,30,200,10,0.8,False,0.28733369803890707
990,40,200,10,0.8,False,0.2299585873085135
991,50,200,10,0.8,False,0.22102783576003093
992,1,200,20,0.8,False,0.24934632019392175
993,5,200,20,0.8,False,0.2552163387454682
994,10,200,20,0.8,False,0.24226830014028158
995,15,200,20,0.8,False,0.256361672830485
996,20,200,20,0.8,False,0.224494147976539
997,30,200,20,0.8,False,0.2653344273912781
998,40,200,20,0.8,False,0.27400662725369174
999,50,200,20,0.8,False,0.22551156797492858
1000,1,200,50,0.8,False,0.23487483693675512
1001,5,200,50,0.8,False,0.24381203209058092
1002,10,200,50,0.8,False,0.20551847753147742
1003,15,200,50,0.8,False,0.25560298047570734
1004,20,200,50,0.8,False,0.13964452285154297
1005,30,200,50,0.8,False,0.15492275090904623
1006,40,200,50,0.8,False,0.13690037705374108
1007,50,200,50,0.8,False,0.16132900154626795
1008,1,200,1,0.8,True,0.11822972300468078
1009,5,200,1,0.8,True,0.1911510017460491
1010,10,200,1,0.8,True,0.18714039269660854
1011,15,200,1,0.8,True,0.24314793343005833
1012,20,200,1,0.8,True,0.20033500025169323
1013,30,200,1,0.8,True,0.2857350584197887
1014,40,200,1,0.8,True,0.2697844765494839
1015,50,200,1,0.8,True,0.26599072408013874
1016,1,200,2,0.8,True,0.23201095289012755
1017,5,200,2,0.8,True,0.22688740867704343
1018,10,200,2,0.8,True,0.2394435487633989
1019,15,200,2,0.8,True,0.18362416544258442
1020,20,200,2,0.8,True,0.24159992452496865
1021,30,200,2,0.8,True,0.2604699876320269
1022,40,200,2,0.8,True,0.30108456737513456
1023,50,200,2,0.8,True,0.2895611981972018
1024,1,200,5,0.8,True,0.1978549957625097
1025,5,200,5,0.8,True,0.14595808024551835
1026,10,200,5,0.8,True,0.2687485977597106
1027,15,200,5,0.8,True,0.3051626820087744
1028,20,200,5,0.8,True,0.1996522662228535
1029,30,200,5,0.8,True,0.25398252505863134
1030,40,200,5,0.8,True,0.23380631502761406
1031,50,200,5,0.8,True,0.2107790902535888
1032,1,200,10,0.8,True,0.22242007313263135
1033,5,200,10,0.8,True,0.2682043630701866
1034,10,200,10,0.8,True,0.23914214318013266
1035,15,200,10,0.8,True,0.2601509268173762
1036,20,200,10,0.8,True,0.23300580218818887
1037,30,200,10,0.8,True,0.22860726930046418
1038,40,200,10,0.8,True,0.2818088049112122
1039,50,200,10,0.8,True,0.19845802996488832
1040,1,200,20,0.8,True,0.23742247805260389
1041,5,200,20,0.8,True,0.18740403263844127
1042,10,200,20,0.8,True,0.20414819481299698
1043,15,200,20,0.8,True,0.16847991579975957
1044,20,200,20,0.8,True,0.23319657981668612
1045,30,200,20,0.8,True,0.24210694976833186
1046,40,200,20,0.8,True,0.27360110936375537
1047,50,200,20,0.8,True,0.1535261868196285
1048,1,200,50,0.8,True,0.17602666018612984
1049,5,200,50,0.8,True,0.14228274141419997
1050,10,200,50,0.8,True,0.20828984475599124
1051,15,200,50,0.8,True,0.217167069801713
1052,20,200,50,0.8,True,0.15644443239334327
1053,30,200,50,0.8,True,0.17890347429363773
1054,40,200,50,0.8,True,0.140040875046863
1055,50,200,50,0.8,True,0.13771142278027626
1056,1,400,1,0.8,False,0.21525575772160258
1057,5,400,1,0.8,False,0.26829905615591887
1058,10,400,1,0.8,False,0.30246220149467545
1059,15,400,1,0.8,False,0.2836175957888154
1060,20,400,1,0.8,False,0.3171324917385981
1061,30,400,1,0.8,False,0.28632443102500305
1062,40,400,1,0.8,False,0.32132776732035345
1063,50,400,1,0.8,False,0.3417714717756287
1064,1,400,2,0.8,False,0.22128845696124086
1065,5,400,2,0.8,False,0.34717936657730425
1066,10,400,2,0.8,False,0.3003638672321392
1067,15,400,2,0.8,False,0.279521772543861
1068,20,400,2,0.8,False,0.2716643972187106
1069,30,400,2,0.8,False,0.2609038400174705
1070,40,400,2,0.8,False,0.40209309552454175
1071,50,400,2,0.8,False,0.32009663215125417
1072,1,400,5,0.8,False,0.2956478822992913
1073,5,400,5,0.8,False,0.2759032618017036
1074,10,400,5,0.8,False,0.31394045852800573
1075,15,400,5,0.8,False,0.31695208327081803
1076,20,400,5,0.8,False,0.3153494780817391
1077,30,400,5,0.8,False,0.32059659261714407
1078,40,400,5,0.8,False,0.26454042154808866
1079,50,400,5,0.8,False,0.2635931212828271
1080,1,400,10,0.8,False,0.24836395980481893
1081,5,400,10,0.8,False,0.28177567926311925
1082,10,400,10,0.8,False,0.29077851989125825
1083,15,400,10,0.8,False,0.2962863520907281
1084,20,400,10,0.8,False,0.3309570596266722
1085,30,400,10,0.8,False,0.2757899967903158
1086,40,400,10,0.8,False,0.2937794135638965
1087,50,400,10,0.8,False,0.3064147729021448
1088,1,400,20,0.8,False,0.3403188864549972
1089,5,400,20,0.8,False,0.3424639161462413
1090,10,400,20,0.8,False,0.32348695225709195
1091,15,400,20,0.8,False,0.3048999711329024
1092,20,400,20,0.8,False,0.2361686235594923
1093,30,400,20,0.8,False,0.22649203341738644
1094,40,400,20,0.8,False,0.3084028818876199
1095,50,400,20,0.8,False,0.2149406686729723
1096,1,400,50,0.8,False,0.2568480749352381
1097,5,400,50,0.8,False,0.32995291417499784
1098,10,400,50,0.8,False,0.26864851916044397
1099,15,400,50,0.8,False,0.2996516913677906
1100,20,400,50,0.8,False,0.28062340473152925
1101,30,400,50,0.8,False,0.18700073362224637
1102,40,400,50,0.8,False,0.27370293939065493
1103,50,400,50,0.8,False,0.3378967156429844
1104,1,400,1,0.8,True,0.26250677701258185
1105,5,400,1,0.8,True,0.24244018411827328
1106,10,400,1,0.8,True,0.19725489105426647
1107,15,400,1,0.8,True,0.28847130238177665
1108,20,400,1,0.8,True,0.2657320567422304
1109,30,400,1,0.8,True,0.3164189744236504
1110,40,400,1,0.8,True,0.2908988619318532
1111,50,400,1,0.8,True,0.2645133018588749
1112,1,400,2,0.8,True,0.21970201079576665
1113,5,400,2,0.8,True,0.3343235660051041
1114,10,400,2,0.8,True,0.30813422219153636
1115,15,400,2,0.8,True,0.26038564320834745
1116,20,400,2,0.8,True,0.37740593006216655
1117,30,400,2,0.8,True,0.3545424965062878
1118,40,400,2,0.8,True,0.3119430248200771
1119,50,400,2,0.8,True,0.307423402988831
1120,1,400,5,0.8,True,0.23055109209297678
1121,5,400,5,0.8,True,0.3259766740008786
1122,10,400,5,0.8,True,0.3113157457015881
1123,15,400,5,0.8,True,0.32694154627519756
1124,20,400,5,0.8,True,0.3326111678646887
1125,30,400,5,0.8,True,0.3004770041702911
1126,40,400,5,0.8,True,0.34854317499700505
1127,50,400,5,0.8,True,0.3113703935492248
1128,1,400,10,0.8,True,0.2913937359177502
1129,5,400,10,0.8,True,0.31051294540573
1130,10,400,10,0.8,True,0.328870108466296
1131,15,400,10,0.8,True,0.2876694727101489
1132,20,400,10,0.8,True,0.3923848712616062
1133,30,400,10,0.8,True,0.3399351191561725
1134,40,400,10,0.8,True,0.3046512846038131
1135,50,400,10,0.8,True,0.2661853061153407
1136,1,400,20,0.8,True,0.34787742195497245
1137,5,400,20,0.8,True,0.39208235697067306
1138,10,400,20,0.8,True,0.2782307675225132
1139,15,400,20,0.8,True,0.28234594149715925
1140,20,400,20,0.8,True,0.301420942851903
1141,30,400,20,0.8,True,0.35330835720774895
1142,40,400,20,0.8,True,0.34977439564247287
1143,50,400,20,0.8,True,0.2741294155525807
1144,1,400,50,0.8,True,0.23115794823229635
1145,5,400,50,0.8,True,0.27409678065300636
1146,10,400,50,0.8,True,0.30091928509454746
1147,15,400,50,0.8,True,0.2676089635287088
1148,20,400,50,0.8,True,0.23646413096058697
1149,30,400,50,0.8,True,0.3487337386425269
1150,40,400,50,0.8,True,0.26910890552134875
1151,50,400,50,0.8,True,0.30046506004644874
1152,1,100,1,0.95,False,0.05549051168033761
1153,5,100,1,0.95,False,0.14552292233203196
1154,10,100,1,0.95,False,0.12792346110604166
1155,15,100,1,0.95,False,0.10889135712992254
1156,20,100,1,0.95,False,0.14084097333114892
1157,30,100,1,0.95,False,0.12233620965734068
1158,40,100,1,0.95,False,0.13442122784238555
1159,50,100,1,0.95,False,0.09007959806952553
1160,1,100,2,0.95,False,0.11212529912775737
1161,5,100,2,0.95,False,0.12623671970864656
1162,10,100,2,0.95,False,0.11014784910473045
1163,15,100,2,0.95,False,0.17621666802947783
1164,20,100,2,0.95,False,0.14468048665928238
1165,30,100,2,0.95,False,0.15176720899135113
1166,40,100,2,0.95,False,0.11880419001994423
1167,50,100,2,0.95,False,0.12769020742650508
1168,1,100,5,0.95,False,0.14342605914277867
1169,5,100,5,0.95,False,0.10510638503265086
1170,10,100,5,0.95,False,0.1091678683814712
1171,15,100,5,0.95,False,0.10584976564617493
1172,20,100,5,0.95,False,0.0991324874655626
1173,30,100,5,0.95,False,0.12268142428001005
1174,40,100,5,0.95,False,0.10937462259578846
1175,50,100,5,0.95,False,0.15845263884051852
1176,1,100,10,0.95,False,0.11697993761491354
1177,5,100,10,0.95,False,0.16696267595531827
1178,10,100,10,0.95,False,0.1726438200704681
1179,15,100,10,0.95,False,0.11022786114584146
1180,20,100,10,0.95,False,0.12906405443027172
1181,30,100,10,0.95,False,0.10644545332043856
1182,40,100,10,0.95,False,0.09509852419484068
1183,50,100,10,0.95,False,0.08748228137844428
1184,1,100,20,0.95,False,0.10771835730533058
1185,5,100,20,0.95,False,0.10764416593711552
1186,10,100,20,0.95,False,0.07131834996987226
1187,15,100,20,0.95,False,0.12966196930580215
1188,20,100,20,0.95,False,0.09495290672592199
1189,30,100,20,0.95,False,0.11109722563375755
1190,40,100,20,0.95,False,0.1094266574787416
1191,50,100,20,0.95,False,0.090601785481785
1192,1,100,50,0.95,False,0.03817310524052854
1193,5,100,50,0.95,False,0.03134360545341237
1194,10,100,50,0.95,False,0.031094375276842896
1195,15,100,50,0.95,False,0.026648974664508114
1196,20,100,50,0.95,False,0.03224682592768334
1197,30,100,50,0.95,False,0.03491900544785152
1198,40,100,50,0.95,False,0.037039828180402266
1199,50,100,50,0.95,False,0.037269014406134664
1200,1,100,1,0.95,True,0.05821169469132796
1201,5,100,1,0.95,True,0.07743474715810911
1202,10,100,1,0.95,True,0.13506349551016877
